Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
e	CCONJ	0	5	1	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
importante	ADJ	0	5	2	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
a	SCONJ	0	5	3	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
apuracao	NOUN	1	5	4	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
para	SCONJ	0	5	5	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
mostrar	VERB	0	5	6	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
que	SCONJ	0	5	7	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
foram	AUX	0	5	8	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
infiltrados	VERB	1	5	9	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
a	SCONJ	0	5	10	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
mando	VERB	0	5	11	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
para	SCONJ	0	5	12	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
fazer	VERB	0	5	13	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
estes	DET	0	5	14	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
atos	NOUN	0	5	15	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
e	CCONJ	0	5	16	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
jogar	VERB	0	5	17	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
nas	ADP	0	5	18	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
costas	NOUN	0	5	19	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
da	ADP	0	5	20	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
populacao	NOUN	1	5	21	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
ordeira	ADJ	1	5	22	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
que	PRON	0	5	23	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
esta	PRON	0	5	24	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
a	ADP	0	5	25	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
38	NUM	0	5	26	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
dias	NOUN	0	5	27	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
na	ADP	0	5	28	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
rua	NOUN	0	5	29	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
sem	ADP	0	5	30	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
nenhum	DET	0	5	31	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
incidente	NOUN	0	5	32	0	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
4	['ADV', 'CCONJ', 'ADJ', 'SCONJ', 'NOUN', 'SCONJ', 'VERB', 'SCONJ', 'AUX', 'VERB', 'SCONJ', 'VERB', 'SCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PRON', 'PRON', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	5	4	1	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
uma	DET	0	6	0	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
vez	NOUN	0	6	1	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
no	ADP	0	6	2	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
meio	NOUN	0	6	3	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
da	ADP	0	6	4	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
avenida	NOUN	0	6	5	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
brasil	PROPN	1	6	6	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
pedi	VERB	1	6	7	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
o	DET	0	6	8	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
blablacar	NOUN	1	6	9	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
pra	SCONJ	0	6	10	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
rotear	VERB	1	6	11	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
internet	PROPN	0	6	12	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
do	ADP	0	6	13	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
nd	PROPN	1	6	14	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
ele	PRON	0	6	15	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
disse	VERB	0	6	16	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
desfaz	VERB	1	6	17	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
a	DET	0	6	18	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
operacao	NOUN	1	6	19	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
tranquei	VERB	1	6	20	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
o	DET	0	6	21	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
cool	ADJ	1	6	22	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
ele	PRON	0	6	23	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
