Token	POS-Tag	OOV	Id	Index	Documento
da	ADP	0	5	20	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
populacao	NOUN	1	5	21	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
ordeira	ADJ	1	5	22	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
que	PRON	0	5	23	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
esta	PRON	0	5	24	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
a	ADP	0	5	25	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
38	NUM	0	5	26	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
dias	NOUN	0	5	27	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
na	ADP	0	5	28	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
rua	NOUN	0	5	29	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
sem	ADP	0	5	30	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
nenhum	DET	0	5	31	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
incidente	NOUN	0	5	32	sim e importante a apuracao para mostrar que foram infiltrados a mando para fazer estes atos e jogar nas costas da populacao ordeira que esta a 38 dias na rua sem nenhum incidente
uma	DET	0	6	0	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
vez	NOUN	0	6	1	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
no	ADP	0	6	2	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
meio	NOUN	0	6	3	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
da	ADP	0	6	4	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
avenida	NOUN	0	6	5	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
brasil	PROPN	1	6	6	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
pedi	VERB	1	6	7	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
o	DET	0	6	8	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
blablacar	NOUN	1	6	9	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
pra	SCONJ	0	6	10	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
rotear	VERB	1	6	11	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
internet	PROPN	0	6	12	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
do	ADP	0	6	13	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
nd	PROPN	1	6	14	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
ele	PRON	0	6	15	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
disse	VERB	0	6	16	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
desfaz	VERB	1	6	17	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
a	DET	0	6	18	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
operacao	NOUN	1	6	19	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
tranquei	VERB	1	6	20	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
o	DET	0	6	21	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
cool	ADJ	1	6	22	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
ele	PRON	0	6	23	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
me	PRON	0	6	24	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
levou	VERB	0	6	25	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
escoltada	VERB	1	6	26	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
pra	ADP	0	6	27	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
delegacia	NOUN	1	6	28	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
em	ADP	0	6	29	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
bangu	PROPN	1	6	30	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
dizendo	VERB	0	6	31	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
que	SCONJ	0	6	32	uma vez no meio da avenida brasil pedi o blablacar pra rotear internet do nd ele disse desfaz a operacao tranquei o cool ele me levou escoltada pra delegacia em bangu dizendo que eu havia roubado ele pelo roteador ele so tava sem net e n carregou o saldo e queria me cobrar
